Region,Diagnosis,Total_Cases,Year,Month,Avg_Temperature,High_Risk,Humidity,Migratory_Bird_Activity,Migration_Level,Biosecurity_Score,Total_Cases_Percent,Biosecurity_Score_Percent,Vaccine_Rate,Poultry_Population_000s
Scotland,Infectious Laryngotracheitis,6,2024,5,16.5,0,73.7,Low,1,61,4.026845637583892,20.0,51.4,344
Scotland,Infectious Laryngotracheitis,8,2024,6,5.7,0,86.3,Low,1,64,5.369127516778524,30.0,58.0,479
Scotland,Infectious Laryngotracheitis,7,2024,7,3.3,0,80.0,Low,1,62,4.697986577181208,23.333333333333332,44.7,414
Scotland,Infectious Laryngotracheitis,0,2024,8,6.5,0,92.5,Low,1,55,0.0,0.0,39.6,456
Scotland,Infectious Laryngotracheitis,6,2024,9,3.7,0,82.7,Low,1,78,4.026845637583892,76.66666666666667,46.4,365
Scotland,Infectious Laryngotracheitis,3,2024,10,2.7,0,65.2,Low,1,76,2.013422818791946,70.0,61.5,322
Scotland,Infectious Laryngotracheitis,6,2024,11,2.6,0,83.8,Low,1,79,4.026845637583892,80.0,51.4,355
Scotland,Infectious Laryngotracheitis,10,2024,12,17.9,1,65.0,Low,1,81,6.7114093959731544,86.66666666666667,50.4,323
Scotland,Mycoplasma,9,2023,1,13.7,0,91.3,Low,1,75,6.0402684563758395,66.66666666666666,47.5,430
Scotland,Mycoplasma,13,2023,2,17.2,1,92.9,Low,1,65,8.724832214765101,33.33333333333333,59.9,416
Scotland,Mycoplasma,15,2023,3,16.1,1,90.3,Low,1,66,10.06711409395973,36.666666666666664,62.5,365
Scotland,Mycoplasma,13,2023,4,3.0,1,77.4,Low,1,76,8.724832214765101,70.0,40.2,351
Scotland,Mycoplasma,8,2023,5,12.3,0,70.8,Low,1,65,5.369127516778524,33.33333333333333,55.2,224
Scotland,Mycoplasma,19,2023,6,7.0,1,67.7,Low,1,56,12.751677852348994,3.3333333333333335,45.9,500
Scotland,Mycoplasma,6,2023,7,3.0,0,91.3,Low,1,74,4.026845637583892,63.33333333333333,44.5,203
Scotland,Mycoplasma,16,2023,8,16.8,1,92.7,Low,1,55,10.738255033557047,0.0,48.5,316
Scotland,Mycoplasma,9,2023,9,3.7,0,66.1,Low,1,65,6.0402684563758395,33.33333333333333,47.5,412
Scotland,Mycoplasma,6,2023,10,13.1,0,70.6,Low,1,60,4.026845637583892,16.666666666666664,40.6,340
Scotland,Mycoplasma,11,2023,11,7.3,1,90.9,Low,1,75,7.38255033557047,66.66666666666666,47.6,242
Scotland,Mycoplasma,13,2023,12,10.7,1,67.6,Low,1,79,8.724832214765101,80.0,58.5,336
Scotland,Mycoplasma,18,2024,1,12.5,1,79.7,Low,1,76,12.080536912751679,70.0,51.2,462
Scotland,Mycoplasma,20,2024,2,8.7,1,88.5,Low,1,79,13.422818791946309,80.0,47.0,298
Scotland,Mycoplasma,18,2024,3,14.3,1,85.1,Low,1,72,12.080536912751679,56.666666666666664,46.9,239
Scotland,Mycoplasma,10,2024,4,17.4,1,66.1,Low,1,61,6.7114093959731544,20.0,44.1,262
Scotland,Mycoplasma,13,2024,5,16.5,1,73.7,Low,1,64,8.724832214765101,30.0,43.3,270
Scotland,Mycoplasma,5,2024,6,5.7,0,86.3,Low,1,72,3.3557046979865772,56.666666666666664,52.6,221
Scotland,Mycoplasma,12,2024,7,3.3,1,80.0,Low,1,69,8.053691275167784,46.666666666666664,42.3,281
Scotland,Mycoplasma,13,2024,8,6.5,1,92.5,Low,1,75,8.724832214765101,66.66666666666666,56.1,214
Scotland,Mycoplasma,6,2024,9,3.7,0,82.7,Low,1,79,4.026845637583892,80.0,53.1,431
Scotland,Mycoplasma,16,2024,10,2.7,1,65.2,Low,1,79,10.738255033557047,80.0,55.8,263
Scotland,Mycoplasma,13,2024,11,2.6,1,83.8,Low,1,69,8.724832214765101,46.666666666666664,52.4,481
Scotland,Mycoplasma,9,2024,12,17.9,0,65.0,Low,1,78,6.0402684563758395,76.66666666666667,64.0,345
Scotland,Newcastle Disease,0,2023,1,13.7,0,91.3,Low,1,74,0.0,63.33333333333333,65.4,391
Scotland,Newcastle Disease,0,2023,2,17.2,0,92.9,Low,1,76,0.0,70.0,45.2,378
Scotland,Newcastle Disease,1,2023,3,16.1,0,90.3,Low,1,67,0.6711409395973155,40.0,40.4,339
Scotland,Newcastle Disease,1,2023,4,3.0,0,77.4,Low,1,79,0.6711409395973155,80.0,63.0,434
Scotland,Newcastle Disease,1,2023,5,12.3,0,70.8,Low,1,77,0.6711409395973155,73.33333333333333,59.6,319
Scotland,Newcastle Disease,1,2023,6,7.0,0,67.7,Low,1,70,0.6711409395973155,50.0,38.9,386
Scotland,Newcastle Disease,0,2023,7,3.0,0,91.3,Low,1,67,0.0,40.0,54.8,333
Scotland,Newcastle Disease,0,2023,8,16.8,0,92.7,Low,1,70,0.0,50.0,49.5,430
Scotland,Newcastle Disease,0,2023,9,3.7,0,66.1,Low,1,79,0.0,80.0,56.1,492
Scotland,Newcastle Disease,1,2023,10,13.1,0,70.6,Low,1,80,0.6711409395973155,83.33333333333334,59.2,242
Scotland,Newcastle Disease,0,2023,11,7.3,0,90.9,Low,1,61,0.0,20.0,64.8,464
Scotland,Newcastle Disease,0,2023,12,10.7,0,67.6,Low,1,71,0.0,53.333333333333336,59.0,362
Scotland,Newcastle Disease,1,2024,1,12.5,0,79.7,Low,1,79,0.6711409395973155,80.0,64.8,457
Scotland,Newcastle Disease,1,2024,2,8.7,0,88.5,Low,1,84,0.6711409395973155,96.66666666666667,57.9,328
Scotland,Newcastle Disease,1,2024,3,14.3,0,85.1,Low,1,71,0.6711409395973155,53.333333333333336,52.8,464
Scotland,Newcastle Disease,1,2024,4,17.4,0,66.1,Low,1,69,0.6711409395973155,46.666666666666664,49.7,494
Scotland,Newcastle Disease,0,2024,5,16.5,0,73.7,Low,1,71,0.0,53.333333333333336,49.8,245
Scotland,Newcastle Disease,1,2024,6,5.7,0,86.3,Low,1,73,0.6711409395973155,60.0,40.6,387
Scotland,Newcastle Disease,1,2024,7,3.3,0,80.0,Low,1,67,0.6711409395973155,40.0,48.2,268
Scotland,Newcastle Disease,0,2024,8,6.5,0,92.5,Low,1,59,0.0,13.333333333333334,53.8,281
Scotland,Newcastle Disease,0,2024,9,3.7,0,82.7,Low,1,62,0.0,23.333333333333332,48.8,393
Scotland,Newcastle Disease,0,2024,10,2.7,0,65.2,Low,1,63,0.0,26.666666666666668,52.7,265
Scotland,Newcastle Disease,1,2024,11,2.6,0,83.8,Low,1,79,0.6711409395973155,80.0,43.5,363
Scotland,Newcastle Disease,0,2024,12,17.9,0,65.0,Low,1,85,0.0,100.0,67.5,299
Scotland,Salmonella,1,2023,1,13.7,0,91.3,Low,1,78,0.6711409395973155,76.66666666666667,61.6,483
Scotland,Salmonella,4,2023,2,17.2,0,92.9,Low,1,76,2.684563758389262,70.0,63.4,205
Scotland,Salmonella,4,2023,3,16.1,0,90.3,Low,1,79,2.684563758389262,80.0,47.1,491
Scotland,Salmonella,0,2023,4,3.0,0,77.4,Low,1,76,0.0,70.0,49.6,247
Scotland,Salmonella,2,2023,5,12.3,0,70.8,Low,1,60,1.342281879194631,16.666666666666664,64.5,443
Scotland,Salmonella,3,2023,6,7.0,0,67.7,Low,1,55,2.013422818791946,0.0,45.8,413
Scotland,Salmonella,0,2023,7,3.0,0,91.3,Low,1,69,0.0,46.666666666666664,43.1,354
Scotland,Salmonella,1,2023,8,16.8,0,92.7,Low,1,68,0.6711409395973155,43.333333333333336,48.2,349
Scotland,Salmonella,2,2023,9,3.7,0,66.1,Low,1,67,1.342281879194631,40.0,52.1,500
Scotland,Salmonella,3,2023,10,13.1,0,70.6,Low,1,73,2.013422818791946,60.0,59.4,254
Scotland,Salmonella,2,2023,11,7.3,0,90.9,Low,1,65,1.342281879194631,33.33333333333333,45.7,459
Scotland,Salmonella,4,2023,12,10.7,0,67.6,Low,1,79,2.684563758389262,80.0,46.4,459
Scotland,Salmonella,1,2024,1,12.5,0,79.7,Low,1,66,0.6711409395973155,36.666666666666664,59.7,439
Scotland,Salmonella,0,2024,2,8.7,0,88.5,Low,1,72,0.0,56.666666666666664,43.9,351
Scotland,Salmonella,4,2024,3,14.3,0,85.1,Low,1,70,2.684563758389262,50.0,64.7,233
Scotland,Salmonella,0,2024,4,17.4,0,66.1,Low,1,75,0.0,66.66666666666666,53.2,254
Scotland,Salmonella,1,2024,5,16.5,0,73.7,Low,1,73,0.6711409395973155,60.0,62.9,412
Scotland,Salmonella,4,2024,6,5.7,0,86.3,Low,1,57,2.684563758389262,6.666666666666667,45.4,484
Scotland,Salmonella,3,2024,7,3.3,0,80.0,Low,1,68,2.013422818791946,43.333333333333336,59.7,261
Scotland,Salmonella,3,2024,8,6.5,0,92.5,Low,1,55,2.013422818791946,0.0,47.9,499
Scotland,Salmonella,4,2024,9,3.7,0,82.7,Low,1,71,2.684563758389262,53.333333333333336,44.4,482
Scotland,Salmonella,2,2024,10,2.7,0,65.2,Low,1,71,1.342281879194631,53.333333333333336,51.7,206
Scotland,Salmonella,3,2024,11,2.6,0,83.8,Low,1,61,2.013422818791946,20.0,54.9,406
Scotland,Salmonella,1,2024,12,17.9,0,65.0,Low,1,79,0.6711409395973155,80.0,46.1,234
Wales,Avian Influenza,0,2023,1,3.3,0,78.6,Moderate,2,81,0.0,86.66666666666667,65.0,457
Wales,Avian Influenza,0,2023,2,11.2,0,93.7,Moderate,2,81,0.0,86.66666666666667,75.1,417
Wales,Avian Influenza,1,2023,3,12.9,0,66.1,High,3,74,0.6711409395973155,63.33333333333333,67.4,483
Wales,Avian Influenza,2,2023,4,5.3,0,71.0,High,3,71,1.342281879194631,53.333333333333336,69.2,587
Wales,Avian Influenza,2,2023,5,5.5,0,82.8,High,3,79,1.342281879194631,80.0,69.0,538
Wales,Avian Influenza,3,2023,6,17.9,0,84.5,Moderate,2,67,2.013422818791946,40.0,63.2,487
Wales,Avian Influenza,1,2023,7,13.9,0,86.1,Moderate,2,66,0.6711409395973155,36.666666666666664,58.7,462
Wales,Avian Influenza,3,2023,8,4.6,0,83.3,Moderate,2,65,2.013422818791946,33.33333333333333,71.2,487
Wales,Avian Influenza,3,2023,9,17.0,0,67.4,High,3,72,2.013422818791946,56.666666666666664,62.3,665
Wales,Avian Influenza,3,2023,10,7.5,0,74.8,High,3,68,2.013422818791946,43.333333333333336,72.6,404
Wales,Avian Influenza,2,2023,11,11.3,0,70.2,High,3,75,1.342281879194631,66.66666666666666,76.2,667
Wales,Avian Influenza,2,2023,12,17.0,0,92.5,Moderate,2,76,1.342281879194631,70.0,75.0,638
Wales,Avian Influenza,1,2024,1,4.6,0,91.5,Moderate,2,70,0.6711409395973155,50.0,76.8,494
Wales,Avian Influenza,1,2024,2,5.5,0,65.7,Moderate,2,84,0.6711409395973155,96.66666666666667,72.9,542
Wales,Avian Influenza,0,2024,3,7.6,0,77.4,High,3,76,0.0,70.0,63.9,630
Wales,Avian Influenza,0,2024,4,5.5,0,74.1,High,3,65,0.0,33.33333333333333,69.3,657
Wales,Avian Influenza,1,2024,5,8.6,0,74.6,High,3,78,0.6711409395973155,76.66666666666667,76.1,649
Wales,Avian Influenza,2,2024,6,6.7,0,73.4,Moderate,2,68,1.342281879194631,43.333333333333336,61.9,421
Wales,Avian Influenza,0,2024,7,11.2,0,86.4,Moderate,2,60,0.0,16.666666666666664,59.1,604
Wales,Avian Influenza,0,2024,8,9.3,0,73.3,Moderate,2,73,0.0,60.0,75.7,416
Wales,Avian Influenza,2,2024,9,11.9,0,92.9,High,3,67,1.342281879194631,40.0,79.8,513
Wales,Avian Influenza,1,2024,10,2.8,0,72.7,High,3,66,0.6711409395973155,36.666666666666664,79.3,660
Wales,Avian Influenza,1,2024,11,5.0,0,88.1,High,3,74,0.6711409395973155,63.33333333333333,71.7,436
Wales,Avian Influenza,1,2024,12,16.4,0,82.2,Moderate,2,71,0.6711409395973155,53.333333333333336,65.9,626
Wales,Infectious Bronchitis,13,2023,1,3.3,1,78.6,Moderate,2,84,8.724832214765101,96.66666666666667,81.4,611
Wales,Infectious Bronchitis,17,2023,2,11.2,1,93.7,Moderate,2,72,11.409395973154362,56.666666666666664,68.8,484
Wales,Infectious Bronchitis,13,2023,3,12.9,1,66.1,High,3,76,8.724832214765101,70.0,60.8,447
Wales,Infectious Bronchitis,15,2023,4,5.3,1,71.0,High,3,73,10.06711409395973,60.0,60.3,695
Wales,Infectious Bronchitis,8,2023,5,5.5,0,82.8,High,3,78,5.369127516778524,76.66666666666667,68.8,662
Wales,Infectious Bronchitis,19,2023,6,17.9,1,84.5,Moderate,2,65,12.751677852348994,33.33333333333333,62.8,442
Wales,Infectious Bronchitis,17,2023,7,13.9,1,86.1,Moderate,2,70,11.409395973154362,50.0,63.7,579
Wales,Infectious Bronchitis,8,2023,8,4.6,0,83.3,Moderate,2,72,5.369127516778524,56.666666666666664,75.2,668
Wales,Infectious Bronchitis,10,2023,9,17.0,1,67.4,High,3,72,6.7114093959731544,56.666666666666664,64.2,404
Wales,Infectious Bronchitis,13,2023,10,7.5,1,74.8,High,3,71,8.724832214765101,53.333333333333336,68.1,605
Wales,Infectious Bronchitis,8,2023,11,11.3,0,70.2,High,3,69,5.369127516778524,46.666666666666664,62.7,482
Wales,Infectious Bronchitis,7,2023,12,17.0,0,92.5,Moderate,2,73,4.697986577181208,60.0,66.4,683
Wales,Infectious Bronchitis,13,2024,1,4.6,1,91.5,Moderate,2,81,8.724832214765101,86.66666666666667,73.9,608
Wales,Infectious Bronchitis,11,2024,2,5.5,1,65.7,Moderate,2,71,7.38255033557047,53.333333333333336,66.5,565
Wales,Infectious Bronchitis,5,2024,3,7.6,0,77.4,High,3,66,3.3557046979865772,36.666666666666664,64.7,522
Wales,Infectious Bronchitis,14,2024,4,5.5,1,74.1,High,3,66,9.395973154362416,36.666666666666664,72.6,613
Wales,Infectious Bronchitis,14,2024,5,8.6,1,74.6,High,3,67,9.395973154362416,40.0,68.3,448
Wales,Infectious Bronchitis,17,2024,6,6.7,1,73.4,Moderate,2,61,11.409395973154362,20.0,61.8,464
Wales,Infectious Bronchitis,15,2024,7,11.2,1,86.4,Moderate,2,73,10.06711409395973,60.0,68.0,670
Wales,Infectious Bronchitis,10,2024,8,9.3,1,73.3,Moderate,2,70,6.7114093959731544,50.0,65.4,476
Wales,Infectious Bronchitis,16,2024,9,11.9,1,92.9,High,3,71,10.738255033557047,53.333333333333336,67.3,599
Wales,Infectious Bronchitis,19,2024,10,2.8,1,72.7,High,3,72,12.751677852348994,56.666666666666664,62.5,443
Wales,Infectious Bronchitis,16,2024,11,5.0,1,88.1,High,3,66,10.738255033557047,36.666666666666664,61.5,500
Wales,Infectious Bronchitis,17,2024,12,16.4,1,82.2,Moderate,2,73,11.409395973154362,60.0,66.6,694
Wales,Infectious Laryngotracheitis,2,2023,1,3.3,0,78.6,Moderate,2,71,1.342281879194631,53.333333333333336,76.2,448
Wales,Infectious Laryngotracheitis,3,2023,2,11.2,0,93.7,Moderate,2,84,2.013422818791946,96.66666666666667,81.3,621
Wales,Infectious Laryngotracheitis,2,2023,3,12.9,0,66.1,High,3,71,1.342281879194631,53.333333333333336,75.0,544
Wales,Infectious Laryngotracheitis,2,2023,4,5.3,0,71.0,High,3,71,1.342281879194631,53.333333333333336,64.1,540
Wales,Infectious Laryngotracheitis,6,2023,5,5.5,0,82.8,High,3,78,4.026845637583892,76.66666666666667,78.3,436
Wales,Infectious Laryngotracheitis,10,2023,6,17.9,1,84.5,Moderate,2,68,6.7114093959731544,43.333333333333336,69.1,511
Wales,Infectious Laryngotracheitis,6,2023,7,13.9,0,86.1,Moderate,2,63,4.026845637583892,26.666666666666668,75.1,473
Wales,Infectious Laryngotracheitis,5,2023,8,4.6,0,83.3,Moderate,2,64,3.3557046979865772,30.0,74.2,425
Wales,Infectious Laryngotracheitis,5,2023,9,17.0,0,67.4,High,3,68,3.3557046979865772,43.333333333333336,67.2,668
Wales,Infectious Laryngotracheitis,6,2023,10,7.5,0,74.8,High,3,76,4.026845637583892,70.0,76.0,540
Wales,Infectious Laryngotracheitis,7,2023,11,11.3,0,70.2,High,3,70,4.697986577181208,50.0,79.2,670
Wales,Infectious Laryngotracheitis,6,2023,12,17.0,0,92.5,Moderate,2,71,4.026845637583892,53.333333333333336,64.6,645
Wales,Infectious Laryngotracheitis,7,2024,1,4.6,0,91.5,Moderate,2,79,4.697986577181208,80.0,80.1,700
Wales,Infectious Laryngotracheitis,6,2024,2,5.5,0,65.7,Moderate,2,81,4.026845637583892,86.66666666666667,82.5,594
Wales,Infectious Laryngotracheitis,8,2024,3,7.6,0,77.4,High,3,69,5.369127516778524,46.666666666666664,65.4,550
Wales,Infectious Laryngotracheitis,0,2024,4,5.5,0,74.1,High,3,72,0.0,56.666666666666664,73.9,631
Wales,Infectious Laryngotracheitis,4,2024,5,8.6,0,74.6,High,3,72,2.684563758389262,56.666666666666664,71.6,421
Wales,Infectious Laryngotracheitis,4,2024,6,6.7,0,73.4,Moderate,2,63,2.684563758389262,26.666666666666668,58.8,662
Wales,Infectious Laryngotracheitis,5,2024,7,11.2,0,86.4,Moderate,2,62,3.3557046979865772,23.333333333333332,58.4,451
Wales,Infectious Laryngotracheitis,5,2024,8,9.3,0,73.3,Moderate,2,61,3.3557046979865772,20.0,67.1,649
Wales,Infectious Laryngotracheitis,0,2024,9,11.9,0,92.9,High,3,75,0.0,66.66666666666666,71.2,471
Wales,Infectious Laryngotracheitis,4,2024,10,2.8,0,72.7,High,3,72,2.684563758389262,56.666666666666664,70.8,486
Wales,Infectious Laryngotracheitis,6,2024,11,5.0,0,88.1,High,3,72,4.026845637583892,56.666666666666664,69.1,601
Wales,Infectious Laryngotracheitis,2,2024,12,16.4,0,82.2,Moderate,2,77,1.342281879194631,73.33333333333333,76.1,473
Wales,Mycoplasma,9,2023,1,3.3,0,78.6,Moderate,2,74,6.0402684563758395,63.33333333333333,73.3,483
Wales,Mycoplasma,6,2023,2,11.2,0,93.7,Moderate,2,78,4.026845637583892,76.66666666666667,63.8,614
Wales,Mycoplasma,17,2023,3,12.9,1,66.1,High,3,77,11.409395973154362,73.33333333333333,74.4,517
Wales,Mycoplasma,8,2023,4,5.3,0,71.0,High,3,76,5.369127516778524,70.0,79.1,665
Wales,Mycoplasma,5,2023,5,5.5,0,82.8,High,3,66,3.3557046979865772,36.666666666666664,66.5,663
Wales,Mycoplasma,17,2023,6,17.9,1,84.5,Moderate,2,74,11.409395973154362,63.33333333333333,69.0,510
Wales,Mycoplasma,19,2023,7,13.9,1,86.1,Moderate,2,60,12.751677852348994,16.666666666666664,60.3,648
Wales,Mycoplasma,8,2023,8,4.6,0,83.3,Moderate,2,66,5.369127516778524,36.666666666666664,63.4,457
Wales,Mycoplasma,13,2023,9,17.0,1,67.4,High,3,78,8.724832214765101,76.66666666666667,67.2,575
Wales,Mycoplasma,19,2023,10,7.5,1,74.8,High,3,76,12.751677852348994,70.0,66.8,555
Wales,Mycoplasma,9,2023,11,11.3,0,70.2,High,3,68,6.0402684563758395,43.333333333333336,62.2,694
Wales,Mycoplasma,16,2023,12,17.0,1,92.5,Moderate,2,71,10.738255033557047,53.333333333333336,76.0,438
Wales,Mycoplasma,19,2024,1,4.6,1,91.5,Moderate,2,81,12.751677852348994,86.66666666666667,75.1,446
Wales,Mycoplasma,9,2024,2,5.5,0,65.7,Moderate,2,71,6.0402684563758395,53.333333333333336,71.9,589
Wales,Mycoplasma,8,2024,3,7.6,0,77.4,High,3,72,5.369127516778524,56.666666666666664,75.9,517
Wales,Mycoplasma,15,2024,4,5.5,1,74.1,High,3,68,10.06711409395973,43.333333333333336,71.2,452
Wales,Mycoplasma,16,2024,5,8.6,1,74.6,High,3,69,10.738255033557047,46.666666666666664,78.4,626
Wales,Mycoplasma,13,2024,6,6.7,1,73.4,Moderate,2,66,8.724832214765101,36.666666666666664,76.9,550
Wales,Mycoplasma,19,2024,7,11.2,1,86.4,Moderate,2,66,12.751677852348994,36.666666666666664,69.4,666
Wales,Mycoplasma,5,2024,8,9.3,0,73.3,Moderate,2,71,3.3557046979865772,53.333333333333336,72.1,600
Wales,Mycoplasma,19,2024,9,11.9,1,92.9,High,3,76,12.751677852348994,70.0,62.7,423
Wales,Mycoplasma,15,2024,10,2.8,1,72.7,High,3,79,10.06711409395973,80.0,68.9,435
Wales,Mycoplasma,12,2024,11,5.0,1,88.1,High,3,73,8.053691275167784,60.0,69.7,508
Wales,Mycoplasma,18,2024,12,16.4,1,82.2,Moderate,2,76,12.080536912751679,70.0,77.4,524
Wales,Newcastle Disease,0,2023,1,3.3,0,78.6,Moderate,2,77,0.0,73.33333333333333,72.0,459
Wales,Newcastle Disease,0,2023,2,11.2,0,93.7,Moderate,2,73,0.0,60.0,76.5,615
Wales,Newcastle Disease,0,2023,3,12.9,0,66.1,High,3,70,0.0,50.0,75.0,413
Wales,Newcastle Disease,0,2023,4,5.3,0,71.0,High,3,75,0.0,66.66666666666666,76.4,541
Wales,Newcastle Disease,0,2023,5,5.5,0,82.8,High,3,68,0.0,43.333333333333336,75.8,452
Wales,Newcastle Disease,0,2023,6,17.9,0,84.5,Moderate,2,70,0.0,50.0,77.6,611
Wales,Newcastle Disease,0,2023,7,13.9,0,86.1,Moderate,2,70,0.0,50.0,59.3,400
Wales,Newcastle Disease,0,2023,8,4.6,0,83.3,Moderate,2,66,0.0,36.666666666666664,69.1,458
Wales,Newcastle Disease,0,2023,9,17.0,0,67.4,High,3,68,0.0,43.333333333333336,69.2,533
Wales,Newcastle Disease,0,2023,10,7.5,0,74.8,High,3,74,0.0,63.33333333333333,71.3,481
Wales,Newcastle Disease,0,2023,11,11.3,0,70.2,High,3,66,0.0,36.666666666666664,61.2,511
Wales,Newcastle Disease,0,2023,12,17.0,0,92.5,Moderate,2,72,0.0,56.666666666666664,71.6,566
Wales,Newcastle Disease,1,2024,1,4.6,0,91.5,Moderate,2,74,0.6711409395973155,63.33333333333333,64.2,631
Wales,Newcastle Disease,1,2024,2,5.5,0,65.7,Moderate,2,77,0.6711409395973155,73.33333333333333,72.5,444
Wales,Newcastle Disease,1,2024,3,7.6,0,77.4,High,3,71,0.6711409395973155,53.333333333333336,79.5,635
Wales,Newcastle Disease,0,2024,4,5.5,0,74.1,High,3,72,0.0,56.666666666666664,65.0,622
Wales,Newcastle Disease,0,2024,5,8.6,0,74.6,High,3,75,0.0,66.66666666666666,73.5,577
Wales,Newcastle Disease,0,2024,6,6.7,0,73.4,Moderate,2,60,0.0,16.666666666666664,76.8,627
Wales,Newcastle Disease,0,2024,7,11.2,0,86.4,Moderate,2,61,0.0,20.0,63.2,452
Wales,Newcastle Disease,0,2024,8,9.3,0,73.3,Moderate,2,70,0.0,50.0,68.6,524
Wales,Newcastle Disease,1,2024,9,11.9,0,92.9,High,3,67,0.6711409395973155,40.0,76.2,574
Wales,Newcastle Disease,1,2024,10,2.8,0,72.7,High,3,72,0.6711409395973155,56.666666666666664,67.9,458
Wales,Newcastle Disease,0,2024,11,5.0,0,88.1,High,3,72,0.0,56.666666666666664,78.5,603
Wales,Newcastle Disease,0,2024,12,16.4,0,82.2,Moderate,2,84,0.0,96.66666666666667,69.8,682
Wales,Salmonella,3,2023,1,3.3,0,78.6,Moderate,2,77,2.013422818791946,73.33333333333333,79.5,654
Wales,Salmonella,0,2023,2,11.2,0,93.7,Moderate,2,81,0.0,86.66666666666667,68.2,470
Wales,Salmonella,0,2023,3,12.9,0,66.1,High,3,79,0.0,80.0,68.9,571
Wales,Salmonella,0,2023,4,5.3,0,71.0,High,3,74,0.0,63.33333333333333,75.8,571
Wales,Salmonella,0,2023,5,5.5,0,82.8,High,3,77,0.0,73.33333333333333,76.3,695
Wales,Salmonella,0,2023,6,17.9,0,84.5,Moderate,2,60,0.0,16.666666666666664,72.8,558
Wales,Salmonella,4,2023,7,13.9,0,86.1,Moderate,2,65,2.684563758389262,33.33333333333333,67.8,405
Wales,Salmonella,2,2023,8,4.6,0,83.3,Moderate,2,73,1.342281879194631,60.0,63.2,502
Wales,Salmonella,0,2023,9,17.0,0,67.4,High,3,74,0.0,63.33333333333333,78.8,688
Wales,Salmonella,0,2023,10,7.5,0,74.8,High,3,75,0.0,66.66666666666666,64.1,547
Wales,Salmonella,1,2023,11,11.3,0,70.2,High,3,69,0.6711409395973155,46.666666666666664,69.1,678
Wales,Salmonella,3,2023,12,17.0,0,92.5,Moderate,2,83,2.013422818791946,93.33333333333333,77.3,577
Wales,Salmonella,2,2024,1,4.6,0,91.5,Moderate,2,84,1.342281879194631,96.66666666666667,74.8,686
Wales,Salmonella,2,2024,2,5.5,0,65.7,Moderate,2,75,1.342281879194631,66.66666666666666,80.2,620
Wales,Salmonella,2,2024,3,7.6,0,77.4,High,3,68,1.342281879194631,43.333333333333336,74.5,635
Wales,Salmonella,2,2024,4,5.5,0,74.1,High,3,67,1.342281879194631,40.0,72.6,683
Wales,Salmonella,0,2024,5,8.6,0,74.6,High,3,65,0.0,33.33333333333333,76.8,516
Wales,Salmonella,2,2024,6,6.7,0,73.4,Moderate,2,74,1.342281879194631,63.33333333333333,58.1,497
Wales,Salmonella,2,2024,7,11.2,0,86.4,Moderate,2,65,1.342281879194631,33.33333333333333,60.8,690
Wales,Salmonella,3,2024,8,9.3,0,73.3,Moderate,2,70,2.013422818791946,50.0,73.0,428
Wales,Salmonella,1,2024,9,11.9,0,92.9,High,3,67,0.6711409395973155,40.0,67.1,585
Wales,Salmonella,2,2024,10,2.8,0,72.7,High,3,70,1.342281879194631,50.0,67.4,520
Wales,Salmonella,2,2024,11,5.0,0,88.1,High,3,66,1.342281879194631,36.666666666666664,76.2,551
Wales,Salmonella,4,2024,12,16.4,0,82.2,Moderate,2,78,2.684563758389262,76.66666666666667,79.3,460
